2026-09-23 14:10:04,441 | INFO | MainThread | 步骤1/4 数据输入与特征提取
2026-09-23 17:28:15,174 | INFO | p1-align_9 | -I_e4mIh0yE$_$1 对齐迭代 2/8: objective=1.726884, delta=0.003824
2026-09-23 17:28:15,264 | INFO | p1-align_13 | -NFrJFQijFE$_$2 对齐迭代 1/8: objective=1.517006, delta=0.120027
2026-09-23 17:28:15,632 | INFO | p1-align_8 | -RfYyzHpjk4$_$11 对齐迭代 3/8: objective=1.675657, delta=0.000110
2026-09-23 17:28:15,781 | INFO | p1-align_6 | -571d8cVauQ$_$5 对齐迭代 2/8: objective=1.565757, delta=0.005112
2026-09-23 17:28:15,940 | INFO | p1-align_10 | -RfYyzHpjk4$_$8 对齐迭代 3/8: objective=1.359964, delta=0.000141
2026-09-23 17:28:16,107 | INFO | p1-align_11 | -AUZQgSxyPQ$_$2 对齐迭代 3/8: objective=1.967999, delta=0.000693
2026-09-23 17:28:16,158 | INFO | p1-align_7 | -6rXp3zJ3kc$_$8 对齐迭代 3/8: objective=1.929262, delta=0.000647
2026-09-23 17:28:16,217 | INFO | p1-align_4 | -RfYyzHpjk4$_$2 对齐迭代 2/8: objective=1.741951, delta=0.008280
2026-09-23 17:28:16,690 | INFO | p1-align_8 | -RfYyzHpjk4$_$11 对齐迭代 4/8: objective=1.675653, delta=0.000006
2026-09-23 17:28:16,748 | INFO | MainThread | [14/100] -RfYyzHpjk4$_$11 completed: objective=1.675653, uncertainty=0.3348 (5.19s)
2026-09-23 17:28:16,790 | INFO | p1-align_10 | -RfYyzHpjk4$_$8 对齐迭代 4/8: objective=1.359990, delta=0.000008
2026-09-23 17:28:16,854 | INFO | MainThread | [15/100] -RfYyzHpjk4$_$8 completed: objective=1.359990, uncertainty=0.3352 (4.17s)
2026-09-23 17:28:17,057 | INFO | p1-align_5 | -MeTTeMJBNc$_$0 对齐迭代 4/8: objective=2.186757, delta=0.000269
2026-09-23 17:28:17,175 | INFO | p1-align_1 | -3g5yACwYnA$_$2 对齐迭代 4/8: objective=1.927993, delta=0.000441
2026-09-23 17:28:17,763 | INFO | p1-align_4 | -RfYyzHpjk4$_$2 对齐迭代 3/8: objective=1.740955, delta=0.000789
2026-09-23 17:28:18,699 | INFO | p1-align_14 | -I_e4mIh0yE$_$3 对齐迭代 4/8: objective=1.749434, delta=0.000063
2026-09-23 17:28:18,772 | INFO | MainThread | [16/100] -I_e4mIh0yE$_$3 completed: objective=1.749434, uncertainty=0.3073 (17.25s)
2026-09-23 17:28:18,964 | INFO | p1-align_13 | -NFrJFQijFE$_$2 对齐迭代 2/8: objective=1.471885, delta=0.004365
2026-09-23 17:28:19,107 | INFO | p1-align_4 | -RfYyzHpjk4$_$2 对齐迭代 4/8: objective=1.740896, delta=0.000069
2026-09-23 17:28:19,148 | INFO | p1-align_8 | -THoVjtIkeU$_$2 对齐迭代 1/8: objective=1.638122, delta=0.148464
2026-09-23 17:28:19,217 | INFO | MainThread | [17/100] -RfYyzHpjk4$_$2 completed: objective=1.740896, uncertainty=0.3755 (6.74s)
2026-09-23 17:28:20,066 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 2/8: objective=2.375795, delta=0.005935
2026-09-23 17:28:20,632 | INFO | p1-align_5 | -MeTTeMJBNc$_$0 对齐迭代 5/8: objective=2.186737, delta=0.000058
2026-09-23 17:28:20,692 | INFO | MainThread | [18/100] -MeTTeMJBNc$_$0 completed: objective=2.186737, uncertainty=0.3103 (18.81s)
2026-09-23 17:28:20,743 | INFO | p1-align_2 | -3g5yACwYnA$_$3 对齐迭代 4/8: objective=1.590508, delta=0.000187
2026-09-23 17:28:20,848 | INFO | p1-align_3 | -3g5yACwYnA$_$9 对齐迭代 4/8: objective=1.854649, delta=0.000058
2026-09-23 17:28:20,899 | INFO | MainThread | [19/100] -3g5yACwYnA$_$9 completed: objective=1.854649, uncertainty=0.3002 (25.64s)
2026-09-23 17:28:20,990 | INFO | p1-align_8 | -THoVjtIkeU$_$2 对齐迭代 2/8: objective=1.585611, delta=0.001052
2026-09-23 17:28:21,139 | INFO | p1-align_12 | -THoVjtIkeU$_$12 对齐迭代 1/8: objective=2.085945, delta=0.151888
2026-09-23 17:28:21,856 | INFO | p1-align_3 | -UuX1xuaiiE$_$0 对齐迭代 1/8: objective=2.393238, delta=0.156632
2026-09-23 17:28:21,955 | INFO | p1-align_5 | -UacrmKiTn4$_$4 对齐迭代 1/8: objective=2.162617, delta=0.153176
2026-09-23 17:28:22,123 | INFO | p1-align_9 | -I_e4mIh0yE$_$1 对齐迭代 3/8: objective=1.726851, delta=0.000203
2026-09-23 17:28:22,274 | INFO | p1-align_1 | -3g5yACwYnA$_$2 对齐迭代 5/8: objective=1.927921, delta=0.000123
2026-09-23 17:28:22,366 | INFO | p1-align_3 | -UuX1xuaiiE$_$0 对齐迭代 2/8: objective=2.349164, delta=0.002505
2026-09-23 17:28:22,543 | INFO | p1-align_11 | -AUZQgSxyPQ$_$2 对齐迭代 4/8: objective=1.968049, delta=0.000095
2026-09-23 17:28:22,631 | INFO | p1-align_5 | -UacrmKiTn4$_$4 对齐迭代 2/8: objective=2.104877, delta=0.005345
2026-09-23 17:28:22,673 | INFO | MainThread | [20/100] -AUZQgSxyPQ$_$2 completed: objective=1.968049, uncertainty=0.2505 (27.40s)
2026-09-23 17:28:22,748 | INFO | p1-align_7 | -6rXp3zJ3kc$_$8 对齐迭代 4/8: objective=1.929300, delta=0.000093
2026-09-23 17:28:22,823 | INFO | p1-align_3 | -UuX1xuaiiE$_$0 对齐迭代 3/8: objective=2.348710, delta=0.000071
2026-09-23 17:28:22,864 | INFO | MainThread | [21/100] -6rXp3zJ3kc$_$8 completed: objective=1.929300, uncertainty=0.2978 (27.60s)
2026-09-23 17:28:22,889 | INFO | MainThread | [22/100] -UuX1xuaiiE$_$0 completed: objective=2.348710, uncertainty=0.3608 (1.98s)
2026-09-23 17:28:22,924 | INFO | p1-align_8 | -THoVjtIkeU$_$2 对齐迭代 3/8: objective=1.585461, delta=0.000036
2026-09-23 17:28:22,990 | INFO | MainThread | [23/100] -THoVjtIkeU$_$2 completed: objective=1.585461, uncertainty=0.3582 (6.25s)
2026-09-23 17:28:23,069 | INFO | p1-align_13 | -NFrJFQijFE$_$2 对齐迭代 3/8: objective=1.471296, delta=0.000685
2026-09-23 17:28:23,342 | INFO | p1-align_5 | -UacrmKiTn4$_$4 对齐迭代 3/8: objective=2.105849, delta=0.000374
2026-09-23 17:28:23,844 | INFO | p1-align_14 | -UUCSKoHeMA$_$0 对齐迭代 1/8: objective=2.245708, delta=0.160903
2026-09-23 17:28:23,956 | INFO | p1-align_4 | -UacrmKiTn4$_$10 对齐迭代 1/8: objective=1.923307, delta=0.139962
2026-09-23 17:28:24,066 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 1/8: objective=2.070369, delta=0.162008
2026-09-23 17:28:24,132 | INFO | p1-align_5 | -UacrmKiTn4$_$4 对齐迭代 4/8: objective=2.105916, delta=0.000025
2026-09-23 17:28:24,174 | INFO | MainThread | [24/100] -UacrmKiTn4$_$4 completed: objective=2.105916, uncertainty=0.3487 (3.48s)
2026-09-23 17:28:24,723 | INFO | p1-align_7 | -UuX1xuaiiE$_$3 对齐迭代 1/8: objective=1.476151, delta=0.128595
2026-09-23 17:28:25,498 | INFO | p1-align_6 | -571d8cVauQ$_$5 对齐迭代 3/8: objective=1.566282, delta=0.000405
2026-09-23 17:28:25,582 | INFO | p1-align_7 | -UuX1xuaiiE$_$3 对齐迭代 2/8: objective=1.439117, delta=0.001211
2026-09-23 17:28:26,364 | INFO | p1-align_7 | -UuX1xuaiiE$_$3 对齐迭代 3/8: objective=1.439052, delta=0.000038
2026-09-23 17:28:26,414 | INFO | MainThread | [25/100] -UuX1xuaiiE$_$3 completed: objective=1.439052, uncertainty=0.3450 (3.56s)
2026-09-23 17:28:26,798 | INFO | p1-align_3 | -UuX1xuaiiE$_$6 对齐迭代 1/8: objective=1.868089, delta=0.134176
2026-09-23 17:28:27,166 | INFO | p1-align_2 | -3g5yACwYnA$_$3 对齐迭代 5/8: objective=1.590517, delta=0.000035
2026-09-23 17:28:27,207 | INFO | p1-align_13 | -NFrJFQijFE$_$2 对齐迭代 4/8: objective=1.471213, delta=0.000114
2026-09-23 17:28:27,333 | INFO | MainThread | [26/100] -3g5yACwYnA$_$3 completed: objective=1.590517, uncertainty=0.2601 (32.06s)
2026-09-23 17:28:27,506 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 3/8: objective=2.376602, delta=0.000722
2026-09-23 17:28:27,623 | INFO | p1-align_4 | -UacrmKiTn4$_$10 对齐迭代 2/8: objective=1.836550, delta=0.002985
2026-09-23 17:28:27,869 | INFO | p1-align_1 | -3g5yACwYnA$_$2 对齐迭代 6/8: objective=1.927901, delta=0.000035
2026-09-23 17:28:27,906 | INFO | p1-align_14 | -UUCSKoHeMA$_$0 对齐迭代 2/8: objective=2.150695, delta=0.009005
2026-09-23 17:28:27,989 | INFO | MainThread | [27/100] -3g5yACwYnA$_$2 completed: objective=1.927901, uncertainty=0.2677 (32.72s)
2026-09-23 17:28:28,722 | INFO | p1-align_12 | -THoVjtIkeU$_$12 对齐迭代 2/8: objective=1.992424, delta=0.007040
2026-09-23 17:28:29,673 | INFO | p1-align_9 | -I_e4mIh0yE$_$1 对齐迭代 4/8: objective=1.726850, delta=0.000012
2026-09-23 17:28:29,706 | INFO | p1-align_3 | -UuX1xuaiiE$_$6 对齐迭代 2/8: objective=1.796190, delta=0.004803
2026-09-23 17:28:29,773 | INFO | MainThread | [28/100] -I_e4mIh0yE$_$1 completed: objective=1.726850, uncertainty=0.3027 (28.57s)
2026-09-23 17:28:30,107 | INFO | p1-align_5 | -aNfi7CP8vM$_$7 对齐迭代 1/8: objective=1.855701, delta=0.140806
2026-09-23 17:28:30,581 | INFO | p1-align_7 | -aqamKhZ1Ec$_$0 对齐迭代 1/8: objective=1.893476, delta=0.138380
2026-09-23 17:28:30,872 | INFO | p1-align_8 | -a55Q6RWvTA$_$3 对齐迭代 1/8: objective=2.340858, delta=0.152042
2026-09-23 17:28:31,014 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 2/8: objective=1.927709, delta=0.005561
2026-09-23 17:28:31,274 | INFO | p1-align_4 | -UacrmKiTn4$_$10 对齐迭代 3/8: objective=1.836324, delta=0.000155
2026-09-23 17:28:31,456 | INFO | p1-align_13 | -NFrJFQijFE$_$2 对齐迭代 5/8: objective=1.471200, delta=0.000019
2026-09-23 17:28:31,522 | INFO | MainThread | [29/100] -NFrJFQijFE$_$2 completed: objective=1.471200, uncertainty=0.3543 (21.00s)
2026-09-23 17:28:31,981 | INFO | p1-align_14 | -UUCSKoHeMA$_$0 对齐迭代 3/8: objective=2.152382, delta=0.000258
2026-09-23 17:28:32,523 | INFO | p1-align_3 | -UuX1xuaiiE$_$6 对齐迭代 3/8: objective=1.795984, delta=0.000581
2026-09-23 17:28:33,131 | INFO | p1-align_11 | -UuX1xuaiiE$_$1 对齐迭代 1/8: objective=1.869711, delta=0.150204
2026-09-23 17:28:33,456 | INFO | p1-align_7 | -aqamKhZ1Ec$_$0 对齐迭代 2/8: objective=1.854489, delta=0.010985
2026-09-23 17:28:34,339 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 4/8: objective=2.376678, delta=0.000102
2026-09-23 17:28:34,641 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 1/8: objective=2.435268, delta=0.153146
2026-09-23 17:28:34,651 | INFO | p1-align_4 | -UacrmKiTn4$_$10 对齐迭代 4/8: objective=1.836277, delta=0.000012
2026-09-23 17:28:34,651 | INFO | p1-align_6 | -571d8cVauQ$_$5 对齐迭代 4/8: objective=1.566357, delta=0.000054
2026-09-23 17:28:34,714 | INFO | MainThread | [30/100] -UacrmKiTn4$_$10 completed: objective=1.836277, uncertainty=0.3174 (15.50s)
2026-09-23 17:28:34,755 | INFO | MainThread | [31/100] -571d8cVauQ$_$5 completed: objective=1.566357, uncertainty=0.2705 (39.49s)
2026-09-23 17:28:35,052 | INFO | p1-align_5 | -aNfi7CP8vM$_$7 对齐迭代 2/8: objective=1.786027, delta=0.004303
2026-09-23 17:28:35,257 | INFO | p1-align_3 | -UuX1xuaiiE$_$6 对齐迭代 4/8: objective=1.795909, delta=0.000101
2026-09-23 17:28:35,948 | INFO | p1-align_12 | -THoVjtIkeU$_$12 对齐迭代 3/8: objective=1.992620, delta=0.000524
2026-09-23 17:28:36,030 | INFO | p1-align_14 | -UUCSKoHeMA$_$0 对齐迭代 4/8: objective=2.152432, delta=0.000009
2026-09-23 17:28:36,091 | INFO | MainThread | [32/100] -UUCSKoHeMA$_$0 completed: objective=2.152432, uncertainty=0.3118 (17.32s)
2026-09-23 17:28:36,091 | INFO | p1-align_2 | -dxfTGcXJoc$_$0 对齐迭代 1/8: objective=3.193772, delta=0.206622
2026-09-23 17:28:36,397 | INFO | p1-align_8 | -a55Q6RWvTA$_$3 对齐迭代 2/8: objective=2.246231, delta=0.005422
2026-09-23 17:28:36,472 | INFO | p1-align_6 | -egA8-b7-3M$_$13 对齐迭代 1/8: objective=1.512379, delta=0.131897
2026-09-23 17:28:36,631 | INFO | p1-align_7 | -aqamKhZ1Ec$_$0 对齐迭代 3/8: objective=1.855695, delta=0.001680
2026-09-23 17:28:37,414 | INFO | p1-align_6 | -egA8-b7-3M$_$13 对齐迭代 2/8: objective=1.458950, delta=0.001623
2026-09-23 17:28:37,722 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 3/8: objective=1.927005, delta=0.001079
2026-09-23 17:28:37,822 | INFO | p1-align_14 | -egA8-b7-3M$_$16 对齐迭代 1/8: objective=1.825669, delta=0.116975
2026-09-23 17:28:38,006 | INFO | p1-align_13 | -dxfTGcXJoc$_$6 对齐迭代 1/8: objective=1.906881, delta=0.145498
2026-09-23 17:28:38,068 | INFO | p1-align_3 | -UuX1xuaiiE$_$6 对齐迭代 5/8: objective=1.795895, delta=0.000020
2026-09-23 17:28:38,123 | INFO | MainThread | [33/100] -UuX1xuaiiE$_$6 completed: objective=1.795895, uncertainty=0.3257 (15.24s)
2026-09-23 17:28:38,377 | INFO | p1-align_6 | -egA8-b7-3M$_$13 对齐迭代 3/8: objective=1.458982, delta=0.000031
2026-09-23 17:28:38,438 | INFO | MainThread | [34/100] -egA8-b7-3M$_$13 completed: objective=1.458982, uncertainty=0.3504 (3.68s)
2026-09-23 17:28:38,564 | INFO | p1-align_9 | -dxfTGcXJoc$_$2 对齐迭代 1/8: objective=2.210296, delta=0.148755
2026-09-23 17:28:38,941 | INFO | p1-align_14 | -egA8-b7-3M$_$16 对齐迭代 2/8: objective=1.774981, delta=0.000854
2026-09-23 17:28:39,064 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 1/8: objective=2.017887, delta=0.133089
2026-09-23 17:28:39,672 | INFO | p1-align_7 | -aqamKhZ1Ec$_$0 对齐迭代 4/8: objective=1.855916, delta=0.000237
2026-09-23 17:28:40,082 | INFO | p1-align_14 | -egA8-b7-3M$_$16 对齐迭代 3/8: objective=1.774980, delta=0.000026
2026-09-23 17:28:40,139 | INFO | MainThread | [35/100] -egA8-b7-3M$_$16 completed: objective=1.774980, uncertainty=0.3143 (4.05s)
2026-09-23 17:28:40,307 | INFO | p1-align_5 | -aNfi7CP8vM$_$7 对齐迭代 3/8: objective=1.785562, delta=0.000289
2026-09-23 17:28:40,389 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 2/8: objective=2.284029, delta=0.008267
2026-09-23 17:28:41,461 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 5/8: objective=2.376687, delta=0.000015
2026-09-23 17:28:41,524 | INFO | MainThread | [36/100] -MeTTeMJBNc$_$7 completed: objective=2.376687, uncertainty=0.3197 (35.36s)
2026-09-23 17:28:41,897 | INFO | p1-align_11 | -UuX1xuaiiE$_$1 对齐迭代 2/8: objective=1.805669, delta=0.007623
2026-09-23 17:28:41,989 | INFO | p1-align_6 | -egA8-b7-3M$_$18 对齐迭代 1/8: objective=1.996328, delta=0.146907
2026-09-23 17:28:42,114 | INFO | p1-align_8 | -a55Q6RWvTA$_$3 对齐迭代 3/8: objective=2.246831, delta=0.000599
2026-09-23 17:28:42,191 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 2/8: objective=1.958735, delta=0.003707
2026-09-23 17:28:42,480 | INFO | p1-align_7 | -aqamKhZ1Ec$_$0 对齐迭代 5/8: objective=1.855946, delta=0.000033
2026-09-23 17:28:42,563 | INFO | MainThread | [37/100] -aqamKhZ1Ec$_$0 completed: objective=1.855946, uncertainty=0.2629 (16.14s)
2026-09-23 17:28:43,039 | INFO | p1-align_12 | -THoVjtIkeU$_$12 对齐迭代 4/8: objective=1.992637, delta=0.000049
2026-09-23 17:28:43,114 | INFO | MainThread | [38/100] -THoVjtIkeU$_$12 completed: objective=1.992637, uncertainty=0.2873 (30.09s)
2026-09-23 17:28:43,131 | INFO | p1-align_2 | -dxfTGcXJoc$_$0 对齐迭代 2/8: objective=3.034086, delta=0.003489
2026-09-23 17:28:43,641 | INFO | p1-align_13 | -dxfTGcXJoc$_$6 对齐迭代 2/8: objective=1.812947, delta=0.008493
2026-09-23 17:28:44,215 | INFO | p1-align_0 | -egA8-b7-3M$_$26 对齐迭代 1/8: objective=1.754230, delta=0.138326
2026-09-23 17:28:44,397 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 4/8: objective=1.926961, delta=0.000238
2026-09-23 17:28:44,747 | INFO | p1-align_7 | -egA8-b7-3M$_$6 对齐迭代 1/8: objective=1.756703, delta=0.154588
2026-09-23 17:28:44,922 | INFO | p1-align_3 | -egA8-b7-3M$_$17 对齐迭代 1/8: objective=1.686403, delta=0.127564
2026-09-23 17:28:45,005 | INFO | p1-align_14 | -egA8-b7-3M$_$20 对齐迭代 1/8: objective=1.838731, delta=0.145033
2026-09-23 17:28:45,107 | INFO | p1-align_6 | -egA8-b7-3M$_$18 对齐迭代 2/8: objective=1.908507, delta=0.006202
2026-09-23 17:28:45,464 | INFO | p1-align_12 | -egA8-b7-3M$_$9 对齐迭代 1/8: objective=1.762992, delta=0.139940
2026-09-23 17:28:45,514 | INFO | p1-align_5 | -aNfi7CP8vM$_$7 对齐迭代 4/8: objective=1.785526, delta=0.000030
2026-09-23 17:28:45,531 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 3/8: objective=1.959298, delta=0.000213
2026-09-23 17:28:45,631 | INFO | MainThread | [39/100] -aNfi7CP8vM$_$7 completed: objective=1.785526, uncertainty=0.3010 (21.46s)
2026-09-23 17:28:45,957 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 3/8: objective=2.284942, delta=0.000811
2026-09-23 17:28:46,039 | INFO | p1-align_0 | -egA8-b7-3M$_$26 对齐迭代 2/8: objective=1.697045, delta=0.003328
2026-09-23 17:28:46,141 | INFO | p1-align_7 | -egA8-b7-3M$_$6 对齐迭代 2/8: objective=1.697153, delta=0.004364
2026-09-23 17:28:46,581 | INFO | p1-align_9 | -dxfTGcXJoc$_$2 对齐迭代 2/8: objective=2.129099, delta=0.007630
2026-09-23 17:28:47,190 | INFO | p1-align_12 | -egA8-b7-3M$_$9 对齐迭代 2/8: objective=1.684589, delta=0.001628
2026-09-23 17:28:47,356 | INFO | p1-align_7 | -egA8-b7-3M$_$6 对齐迭代 3/8: objective=1.698120, delta=0.000151
2026-09-23 17:28:47,664 | INFO | p1-align_0 | -egA8-b7-3M$_$26 对齐迭代 3/8: objective=1.697825, delta=0.000166
2026-09-23 17:28:47,814 | INFO | p1-align_6 | -egA8-b7-3M$_$18 对齐迭代 3/8: objective=1.908309, delta=0.000723
2026-09-23 17:28:47,864 | INFO | p1-align_8 | -a55Q6RWvTA$_$3 对齐迭代 4/8: objective=2.246919, delta=0.000081
2026-09-23 17:28:47,948 | INFO | MainThread | [40/100] -a55Q6RWvTA$_$3 completed: objective=2.246919, uncertainty=0.2700 (24.96s)
2026-09-23 17:28:48,464 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 4/8: objective=1.959337, delta=0.000020
2026-09-23 17:28:48,522 | INFO | p1-align_5 | -hnBHBN8p5A$_$6 对齐迭代 1/8: objective=1.571930, delta=0.130935
2026-09-23 17:28:48,614 | INFO | MainThread | [41/100] -egA8-b7-3M$_$1 completed: objective=1.959337, uncertainty=0.2852 (13.90s)
2026-09-23 17:28:48,681 | INFO | p1-align_7 | -egA8-b7-3M$_$6 对齐迭代 4/8: objective=1.698146, delta=0.000006
2026-09-23 17:28:48,698 | INFO | p1-align_14 | -egA8-b7-3M$_$20 对齐迭代 2/8: objective=1.751877, delta=0.004432
2026-09-23 17:28:48,772 | INFO | MainThread | [42/100] -egA8-b7-3M$_$6 completed: objective=1.698146, uncertainty=0.3129 (6.21s)
2026-09-23 17:28:49,122 | INFO | p1-align_12 | -egA8-b7-3M$_$9 对齐迭代 3/8: objective=1.684554, delta=0.000049
2026-09-23 17:28:49,190 | INFO | MainThread | [43/100] -egA8-b7-3M$_$9 completed: objective=1.684554, uncertainty=0.3159 (6.07s)
2026-09-23 17:28:49,572 | INFO | p1-align_13 | -dxfTGcXJoc$_$6 对齐迭代 3/8: objective=1.813222, delta=0.001286
2026-09-23 17:28:49,665 | INFO | p1-align_0 | -egA8-b7-3M$_$26 对齐迭代 4/8: objective=1.697851, delta=0.000013
2026-09-23 17:28:49,714 | INFO | MainThread | [44/100] -egA8-b7-3M$_$26 completed: objective=1.697851, uncertainty=0.3391 (8.20s)
2026-09-23 17:28:50,406 | INFO | p1-align_7 | -iRBcNs9oI8$_$6 对齐迭代 1/8: objective=1.486291, delta=0.138865
2026-09-23 17:28:50,522 | INFO | p1-align_3 | -egA8-b7-3M$_$17 对齐迭代 2/8: objective=1.620608, delta=0.003943
2026-09-23 17:28:50,522 | INFO | p1-align_2 | -dxfTGcXJoc$_$0 对齐迭代 3/8: objective=3.034708, delta=0.000128
2026-09-23 17:28:50,923 | INFO | p1-align_12 | -iRBcNs9oI8$_$7 对齐迭代 1/8: objective=2.090685, delta=0.180156
2026-09-23 17:28:51,090 | INFO | p1-align_11 | -UuX1xuaiiE$_$1 对齐迭代 3/8: objective=1.806789, delta=0.001156
2026-09-23 17:28:51,155 | INFO | p1-align_5 | -hnBHBN8p5A$_$6 对齐迭代 2/8: objective=1.517196, delta=0.002689
2026-09-23 17:28:51,239 | INFO | p1-align_6 | -egA8-b7-3M$_$18 对齐迭代 4/8: objective=1.908230, delta=0.000101
2026-09-23 17:28:51,506 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 5/8: objective=1.926950, delta=0.000053
2026-09-23 17:28:51,573 | INFO | MainThread | [45/100] -THoVjtIkeU$_$6 completed: objective=1.926950, uncertainty=0.3382 (34.72s)
2026-09-23 17:28:51,696 | INFO | p1-align_7 | -iRBcNs9oI8$_$6 对齐迭代 2/8: objective=1.462646, delta=0.001130
2026-09-23 17:28:51,856 | INFO | p1-align_12 | -iRBcNs9oI8$_$7 对齐迭代 2/8: objective=2.026052, delta=0.001610
2026-09-23 17:28:51,907 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 4/8: objective=2.285029, delta=0.000113
2026-09-23 17:28:52,266 | INFO | p1-align_4 | -iRBcNs9oI8$_$3 对齐迭代 1/8: objective=1.741367, delta=0.135526
2026-09-23 17:28:52,589 | INFO | p1-align_10 | -iRBcNs9oI8$_$9 对齐迭代 1/8: objective=1.463895, delta=0.135215
2026-09-23 17:28:52,689 | INFO | p1-align_12 | -iRBcNs9oI8$_$7 对齐迭代 3/8: objective=2.026336, delta=0.000066
2026-09-23 17:28:52,749 | INFO | MainThread | [46/100] -iRBcNs9oI8$_$7 completed: objective=2.026336, uncertainty=0.3759 (3.56s)
2026-09-23 17:28:52,795 | INFO | p1-align_7 | -iRBcNs9oI8$_$6 对齐迭代 3/8: objective=1.462808, delta=0.000020
2026-09-23 17:28:52,838 | INFO | MainThread | [47/100] -iRBcNs9oI8$_$6 completed: objective=1.462808, uncertainty=0.3653 (4.07s)
2026-09-23 17:28:52,849 | INFO | p1-align_14 | -egA8-b7-3M$_$20 对齐迭代 3/8: objective=1.751657, delta=0.000360
2026-09-23 17:28:53,161 | INFO | p1-align_10 | -iRBcNs9oI8$_$9 对齐迭代 2/8: objective=1.406900, delta=0.000906
2026-09-23 17:28:53,440 | INFO | p1-align_5 | -hnBHBN8p5A$_$6 对齐迭代 3/8: objective=1.517117, delta=0.000156
2026-09-23 17:28:53,522 | INFO | p1-align_8 | -hnBHBN8p5A$_$7 对齐迭代 1/8: objective=2.248621, delta=0.159243
2026-09-23 17:28:53,838 | INFO | p1-align_10 | -iRBcNs9oI8$_$9 对齐迭代 3/8: objective=1.406893, delta=0.000013
2026-09-23 17:28:53,889 | INFO | MainThread | [48/100] -iRBcNs9oI8$_$9 completed: objective=1.406893, uncertainty=0.3111 (2.31s)
2026-09-23 17:28:54,114 | INFO | p1-align_0 | -iRBcNs9oI8$_$8 对齐迭代 1/8: objective=1.860441, delta=0.135314
2026-09-23 17:28:54,421 | INFO | p1-align_6 | -egA8-b7-3M$_$18 对齐迭代 5/8: objective=1.908225, delta=0.000014
2026-09-23 17:28:54,489 | INFO | MainThread | [49/100] -egA8-b7-3M$_$18 completed: objective=1.908225, uncertainty=0.3096 (16.06s)
2026-09-23 17:28:54,889 | INFO | p1-align_9 | -dxfTGcXJoc$_$2 对齐迭代 3/8: objective=2.129582, delta=0.001002
2026-09-23 17:28:55,112 | INFO | p1-align_4 | -iRBcNs9oI8$_$3 对齐迭代 2/8: objective=1.699834, delta=0.004976
2026-09-23 17:28:55,414 | INFO | p1-align_10 | -mJ2ud6oKI8$_$1 对齐迭代 1/8: objective=1.118255, delta=0.084433
2026-09-23 17:28:55,674 | INFO | p1-align_13 | -dxfTGcXJoc$_$6 对齐迭代 4/8: objective=1.813269, delta=0.000185
2026-09-23 17:28:55,814 | INFO | p1-align_5 | -hnBHBN8p5A$_$6 对齐迭代 4/8: objective=1.517107, delta=0.000012
2026-09-23 17:28:55,882 | INFO | MainThread | [50/100] -hnBHBN8p5A$_$6 completed: objective=1.517107, uncertainty=0.3238 (10.25s)
2026-09-23 17:28:56,107 | INFO | p1-align_10 | -mJ2ud6oKI8$_$1 对齐迭代 2/8: objective=1.105318, delta=0.001016
2026-09-23 17:28:56,125 | INFO | p1-align_3 | -egA8-b7-3M$_$17 对齐迭代 3/8: objective=1.621158, delta=0.000141
2026-09-23 17:28:56,397 | INFO | p1-align_6 | -mJ2ud6oKI8$_$2 对齐迭代 1/8: objective=1.053645, delta=0.098681
2026-09-23 17:28:56,847 | INFO | p1-align_5 | -mJ2ud6oKI8$_$6 对齐迭代 1/8: objective=1.485332, delta=0.115939
2026-09-23 17:28:56,907 | INFO | p1-align_10 | -mJ2ud6oKI8$_$1 对齐迭代 3/8: objective=1.105292, delta=0.000041
2026-09-23 17:28:56,922 | INFO | p1-align_14 | -egA8-b7-3M$_$20 对齐迭代 4/8: objective=1.751648, delta=0.000039
2026-09-23 17:28:56,975 | INFO | MainThread | [51/100] -mJ2ud6oKI8$_$1 completed: objective=1.105292, uncertainty=0.2417 (3.09s)
2026-09-23 17:28:56,999 | INFO | MainThread | [52/100] -egA8-b7-3M$_$20 completed: objective=1.751648, uncertainty=0.3445 (16.86s)
2026-09-23 17:28:57,199 | INFO | p1-align_0 | -iRBcNs9oI8$_$8 对齐迭代 2/8: objective=1.801310, delta=0.002379
