2026-09-23 14:07:37,220 | INFO | MainThread | 模型求解开始: 样本=1, alignment_workers=2, overwrite=True
2026-09-23 14:15:49,664 | INFO | p1-align_0 | -s9qJ7ATP7w$_$0 对齐迭代 4/8: objective=1.260284, delta=0.000015
2026-09-23 14:15:49,680 | INFO | MainThread | [74/100] -s9qJ7ATP7w$_$0 completed: objective=1.260284, uncertainty=0.3645 (0.54s)
2026-09-23 14:15:49,776 | INFO | p1-align_1 | -s9qJ7ATP7w$_$4 对齐迭代 3/8: objective=1.529808, delta=0.000051
2026-09-23 14:15:49,788 | INFO | MainThread | [75/100] -s9qJ7ATP7w$_$4 completed: objective=1.529808, uncertainty=0.3399 (0.31s)
2026-09-23 14:15:49,882 | INFO | p1-align_1 | -s9qJ7ATP7w$_$6 对齐迭代 1/8: objective=1.073172, delta=0.122671
2026-09-23 14:15:49,905 | INFO | p1-align_0 | -s9qJ7ATP7w$_$5 对齐迭代 1/8: objective=1.238727, delta=0.117272
2026-09-23 14:15:49,930 | INFO | p1-align_1 | -s9qJ7ATP7w$_$6 对齐迭代 2/8: objective=1.029237, delta=0.000625
2026-09-23 14:15:49,963 | INFO | p1-align_1 | -s9qJ7ATP7w$_$6 对齐迭代 3/8: objective=1.029192, delta=0.000004
2026-09-23 14:15:49,973 | INFO | MainThread | [76/100] -s9qJ7ATP7w$_$6 completed: objective=1.029192, uncertainty=0.3704 (0.18s)
2026-09-23 14:15:50,060 | INFO | p1-align_0 | -s9qJ7ATP7w$_$5 对齐迭代 2/8: objective=1.191122, delta=0.005220
2026-09-23 14:15:50,144 | INFO | p1-align_1 | -s9qJ7ATP7w$_$7 对齐迭代 1/8: objective=1.425835, delta=0.159080
2026-09-23 14:15:50,148 | INFO | p1-align_0 | -s9qJ7ATP7w$_$5 对齐迭代 3/8: objective=1.190871, delta=0.000430
2026-09-23 14:15:50,228 | INFO | p1-align_0 | -s9qJ7ATP7w$_$5 对齐迭代 4/8: objective=1.190845, delta=0.000040
2026-09-23 14:15:50,241 | INFO | p1-align_1 | -s9qJ7ATP7w$_$7 对齐迭代 2/8: objective=1.345082, delta=0.005498
2026-09-23 14:15:50,243 | INFO | MainThread | [77/100] -s9qJ7ATP7w$_$5 completed: objective=1.190845, uncertainty=0.2793 (0.56s)
2026-09-23 14:15:50,419 | INFO | p1-align_0 | -s9qJ7ATP7w$_$8 对齐迭代 1/8: objective=1.413111, delta=0.155263
2026-09-23 14:15:50,491 | INFO | p1-align_0 | -s9qJ7ATP7w$_$8 对齐迭代 2/8: objective=1.339786, delta=0.004163
2026-09-23 14:15:50,508 | INFO | p1-align_1 | -s9qJ7ATP7w$_$7 对齐迭代 3/8: objective=1.344909, delta=0.000572
2026-09-23 14:15:50,547 | INFO | p1-align_0 | -s9qJ7ATP7w$_$8 对齐迭代 3/8: objective=1.339681, delta=0.000078
2026-09-23 14:15:50,558 | INFO | MainThread | [78/100] -s9qJ7ATP7w$_$8 completed: objective=1.339681, uncertainty=0.4262 (0.32s)
2026-09-23 14:15:50,663 | INFO | p1-align_1 | -s9qJ7ATP7w$_$7 对齐迭代 4/8: objective=1.344897, delta=0.000067
2026-09-23 14:15:50,678 | INFO | p1-align_0 | -t217m2on-s$_$2 对齐迭代 1/8: objective=1.520972, delta=0.123690
2026-09-23 14:15:50,694 | INFO | MainThread | [79/100] -s9qJ7ATP7w$_$7 completed: objective=1.344897, uncertainty=0.3756 (0.72s)
2026-09-23 14:15:50,853 | INFO | p1-align_0 | -t217m2on-s$_$2 对齐迭代 2/8: objective=1.464079, delta=0.003919
2026-09-23 14:15:50,906 | INFO | p1-align_0 | -t217m2on-s$_$2 对齐迭代 3/8: objective=1.463955, delta=0.000221
2026-09-23 14:15:50,964 | INFO | p1-align_0 | -t217m2on-s$_$2 对齐迭代 4/8: objective=1.463945, delta=0.000019
2026-09-23 14:15:50,977 | INFO | MainThread | [80/100] -t217m2on-s$_$2 completed: objective=1.463945, uncertainty=0.2813 (0.42s)
2026-09-23 14:15:50,993 | INFO | p1-align_1 | -t217m2on-s$_$7 对齐迭代 1/8: objective=1.588362, delta=0.110700
2026-09-23 14:15:51,089 | INFO | p1-align_0 | -tANM6ETl_M$_$3 对齐迭代 1/8: objective=2.187661, delta=0.137461
2026-09-23 14:15:51,150 | INFO | p1-align_0 | -tANM6ETl_M$_$3 对齐迭代 2/8: objective=2.120320, delta=0.002558
2026-09-23 14:15:51,180 | INFO | p1-align_1 | -t217m2on-s$_$7 对齐迭代 2/8: objective=1.541848, delta=0.002703
2026-09-23 14:15:51,213 | INFO | p1-align_0 | -tANM6ETl_M$_$3 对齐迭代 3/8: objective=2.120203, delta=0.000055
2026-09-23 14:15:51,227 | INFO | MainThread | [81/100] -tANM6ETl_M$_$3 completed: objective=2.120203, uncertainty=0.3471 (0.25s)
2026-09-23 14:15:51,323 | INFO | p1-align_0 | -tPCytz4rww$_$10 对齐迭代 1/8: objective=1.322880, delta=0.118655
2026-09-23 14:15:51,368 | INFO | p1-align_1 | -t217m2on-s$_$7 对齐迭代 3/8: objective=1.541975, delta=0.000156
2026-09-23 14:15:51,383 | INFO | p1-align_0 | -tPCytz4rww$_$10 对齐迭代 2/8: objective=1.272589, delta=0.001544
2026-09-23 14:15:51,437 | INFO | p1-align_0 | -tPCytz4rww$_$10 对齐迭代 3/8: objective=1.272726, delta=0.000066
2026-09-23 14:15:51,449 | INFO | MainThread | [82/100] -tPCytz4rww$_$10 completed: objective=1.272726, uncertainty=0.3388 (0.22s)
2026-09-23 14:15:51,527 | INFO | p1-align_0 | -tPCytz4rww$_$11 对齐迭代 1/8: objective=1.484744, delta=0.144903
2026-09-23 14:15:51,568 | INFO | p1-align_0 | -tPCytz4rww$_$11 对齐迭代 2/8: objective=1.405701, delta=0.003248
2026-09-23 14:15:51,601 | INFO | p1-align_1 | -t217m2on-s$_$7 对齐迭代 4/8: objective=1.541977, delta=0.000013
2026-09-23 14:15:51,622 | INFO | MainThread | [83/100] -t217m2on-s$_$7 completed: objective=1.541977, uncertainty=0.2514 (0.93s)
2026-09-23 14:15:51,641 | INFO | p1-align_0 | -tPCytz4rww$_$11 对齐迭代 3/8: objective=1.405651, delta=0.000162
2026-09-23 14:15:51,750 | INFO | p1-align_0 | -tPCytz4rww$_$11 对齐迭代 4/8: objective=1.405651, delta=0.000011
2026-09-23 14:15:51,768 | INFO | MainThread | [84/100] -tPCytz4rww$_$11 completed: objective=1.405651, uncertainty=0.3533 (0.32s)
2026-09-23 14:15:51,881 | INFO | p1-align_1 | -tPCytz4rww$_$12 对齐迭代 1/8: objective=1.416665, delta=0.102888
2026-09-23 14:15:51,903 | INFO | p1-align_0 | -tPCytz4rww$_$16 对齐迭代 1/8: objective=1.392448, delta=0.124200
2026-09-23 14:15:51,981 | INFO | p1-align_0 | -tPCytz4rww$_$16 对齐迭代 2/8: objective=1.341869, delta=0.006458
2026-09-23 14:15:52,019 | INFO | p1-align_1 | -tPCytz4rww$_$12 对齐迭代 2/8: objective=1.363427, delta=0.002379
2026-09-23 14:15:52,061 | INFO | p1-align_0 | -tPCytz4rww$_$16 对齐迭代 3/8: objective=1.341696, delta=0.000395
2026-09-23 14:15:52,137 | INFO | p1-align_0 | -tPCytz4rww$_$16 对齐迭代 4/8: objective=1.341685, delta=0.000024
2026-09-23 14:15:52,140 | INFO | p1-align_1 | -tPCytz4rww$_$12 对齐迭代 3/8: objective=1.363101, delta=0.000156
2026-09-23 14:15:52,151 | INFO | MainThread | [85/100] -tPCytz4rww$_$16 completed: objective=1.341685, uncertainty=0.3024 (0.38s)
2026-09-23 14:15:52,272 | INFO | p1-align_0 | -tPCytz4rww$_$18 对齐迭代 1/8: objective=1.685225, delta=0.108860
2026-09-23 14:15:52,295 | INFO | p1-align_1 | -tPCytz4rww$_$12 对齐迭代 4/8: objective=1.363084, delta=0.000012
2026-09-23 14:15:52,311 | INFO | MainThread | [86/100] -tPCytz4rww$_$12 completed: objective=1.363084, uncertainty=0.2767 (0.69s)
2026-09-23 14:15:52,401 | INFO | p1-align_0 | -tPCytz4rww$_$18 对齐迭代 2/8: objective=1.628704, delta=0.002355
2026-09-23 14:15:52,427 | INFO | p1-align_1 | -uywlfIYOS8$_$4 对齐迭代 1/8: objective=1.476334, delta=0.103921
2026-09-23 14:15:52,489 | INFO | p1-align_1 | -uywlfIYOS8$_$4 对齐迭代 2/8: objective=1.425873, delta=0.002006
2026-09-23 14:15:52,513 | INFO | p1-align_0 | -tPCytz4rww$_$18 对齐迭代 3/8: objective=1.628537, delta=0.000166
2026-09-23 14:15:52,556 | INFO | p1-align_1 | -uywlfIYOS8$_$4 对齐迭代 3/8: objective=1.425490, delta=0.000117
2026-09-23 14:15:52,602 | INFO | p1-align_0 | -tPCytz4rww$_$18 对齐迭代 4/8: objective=1.628533, delta=0.000013
2026-09-23 14:15:52,619 | INFO | p1-align_1 | -uywlfIYOS8$_$4 对齐迭代 4/8: objective=1.425475, delta=0.000010
2026-09-23 14:15:52,627 | INFO | MainThread | [87/100] -tPCytz4rww$_$18 completed: objective=1.628533, uncertainty=0.3142 (0.48s)
2026-09-23 14:15:52,633 | INFO | MainThread | [88/100] -uywlfIYOS8$_$4 completed: objective=1.425475, uncertainty=0.3283 (0.32s)
2026-09-23 14:15:52,810 | INFO | p1-align_1 | -wMB_hJL-3o$_$7 对齐迭代 1/8: objective=1.560537, delta=0.118299
2026-09-23 14:15:52,846 | INFO | p1-align_0 | -vxjVxOeScU$_$4 对齐迭代 1/8: objective=1.878075, delta=0.125352
2026-09-23 14:15:52,881 | INFO | p1-align_1 | -wMB_hJL-3o$_$7 对齐迭代 2/8: objective=1.511121, delta=0.002058
2026-09-23 14:15:52,939 | INFO | p1-align_1 | -wMB_hJL-3o$_$7 对齐迭代 3/8: objective=1.511372, delta=0.000073
2026-09-23 14:15:52,946 | INFO | p1-align_0 | -vxjVxOeScU$_$4 对齐迭代 2/8: objective=1.814354, delta=0.002570
2026-09-23 14:15:52,961 | INFO | MainThread | [89/100] -wMB_hJL-3o$_$7 completed: objective=1.511372, uncertainty=0.3255 (0.33s)
2026-09-23 14:15:53,042 | INFO | p1-align_1 | -wny0OAz3g8$_$0 对齐迭代 1/8: objective=1.666819, delta=0.132907
2026-09-23 14:15:53,073 | INFO | p1-align_0 | -vxjVxOeScU$_$4 对齐迭代 3/8: objective=1.814219, delta=0.000097
2026-09-23 14:15:53,093 | INFO | p1-align_1 | -wny0OAz3g8$_$0 对齐迭代 2/8: objective=1.589837, delta=0.005474
2026-09-23 14:15:53,094 | INFO | MainThread | [90/100] -vxjVxOeScU$_$4 completed: objective=1.814219, uncertainty=0.3163 (0.47s)
2026-09-23 14:15:53,194 | INFO | p1-align_1 | -wny0OAz3g8$_$0 对齐迭代 3/8: objective=1.589427, delta=0.000575
2026-09-23 14:15:53,243 | INFO | p1-align_1 | -wny0OAz3g8$_$0 对齐迭代 4/8: objective=1.589420, delta=0.000059
2026-09-23 14:15:53,252 | INFO | p1-align_0 | -wny0OAz3g8$_$1 对齐迭代 1/8: objective=2.028299, delta=0.135509
2026-09-23 14:15:53,265 | INFO | MainThread | [91/100] -wny0OAz3g8$_$0 completed: objective=1.589420, uncertainty=0.3922 (0.30s)
2026-09-23 14:15:53,388 | INFO | p1-align_0 | -wny0OAz3g8$_$1 对齐迭代 2/8: objective=1.959863, delta=0.001681
2026-09-23 14:15:53,436 | INFO | p1-align_1 | -wny0OAz3g8$_$2 对齐迭代 1/8: objective=1.221561, delta=0.114041
2026-09-23 14:15:53,494 | INFO | p1-align_0 | -wny0OAz3g8$_$1 对齐迭代 3/8: objective=1.959845, delta=0.000057
2026-09-23 14:15:53,508 | INFO | MainThread | [92/100] -wny0OAz3g8$_$1 completed: objective=1.959845, uncertainty=0.3572 (0.41s)
2026-09-23 14:15:53,515 | INFO | p1-align_1 | -wny0OAz3g8$_$2 对齐迭代 2/8: objective=1.165876, delta=0.002097
2026-09-23 14:15:53,629 | INFO | p1-align_0 | -wny0OAz3g8$_$3 对齐迭代 1/8: objective=1.844302, delta=0.143374
2026-09-23 14:15:53,658 | INFO | p1-align_1 | -wny0OAz3g8$_$2 对齐迭代 3/8: objective=1.165520, delta=0.000124
2026-09-23 14:15:53,701 | INFO | p1-align_0 | -wny0OAz3g8$_$3 对齐迭代 2/8: objective=1.791211, delta=0.005156
2026-09-23 14:15:53,747 | INFO | p1-align_1 | -wny0OAz3g8$_$2 对齐迭代 4/8: objective=1.165498, delta=0.000009
2026-09-23 14:15:53,763 | INFO | p1-align_0 | -wny0OAz3g8$_$3 对齐迭代 3/8: objective=1.791457, delta=0.000433
2026-09-23 14:15:53,776 | INFO | MainThread | [93/100] -wny0OAz3g8$_$2 completed: objective=1.165498, uncertainty=0.3577 (0.51s)
2026-09-23 14:15:53,874 | INFO | p1-align_0 | -wny0OAz3g8$_$3 对齐迭代 4/8: objective=1.791442, delta=0.000037
2026-09-23 14:15:53,885 | INFO | MainThread | [94/100] -wny0OAz3g8$_$3 completed: objective=1.791442, uncertainty=0.3559 (0.38s)
2026-09-23 14:15:53,981 | INFO | p1-align_1 | -wny0OAz3g8$_$5 对齐迭代 1/8: objective=1.554810, delta=0.123950
2026-09-23 14:15:54,061 | INFO | p1-align_0 | -wny0OAz3g8$_$7 对齐迭代 1/8: objective=1.820220, delta=0.133813
2026-09-23 14:15:54,067 | INFO | p1-align_1 | -wny0OAz3g8$_$5 对齐迭代 2/8: objective=1.473042, delta=0.005171
2026-09-23 14:15:54,146 | INFO | p1-align_1 | -wny0OAz3g8$_$5 对齐迭代 3/8: objective=1.472402, delta=0.000744
2026-09-23 14:15:54,161 | INFO | p1-align_0 | -wny0OAz3g8$_$7 对齐迭代 2/8: objective=1.761895, delta=0.003735
2026-09-23 14:15:54,225 | INFO | p1-align_1 | -wny0OAz3g8$_$5 对齐迭代 4/8: objective=1.472346, delta=0.000106
2026-09-23 14:15:54,253 | INFO | p1-align_0 | -wny0OAz3g8$_$7 对齐迭代 3/8: objective=1.761952, delta=0.000155
2026-09-23 14:15:54,307 | INFO | p1-align_1 | -wny0OAz3g8$_$5 对齐迭代 5/8: objective=1.472339, delta=0.000015
2026-09-23 14:15:54,320 | INFO | MainThread | [95/100] -wny0OAz3g8$_$5 completed: objective=1.472339, uncertainty=0.3494 (0.54s)
2026-09-23 14:15:54,393 | INFO | p1-align_0 | -wny0OAz3g8$_$7 对齐迭代 4/8: objective=1.761961, delta=0.000008
2026-09-23 14:15:54,409 | INFO | MainThread | [96/100] -wny0OAz3g8$_$7 completed: objective=1.761961, uncertainty=0.3405 (0.52s)
2026-09-23 14:15:54,424 | INFO | p1-align_1 | -wny0OAz3g8$_$9 对齐迭代 1/8: objective=1.819751, delta=0.139513
2026-09-23 14:15:54,634 | INFO | p1-align_1 | -wny0OAz3g8$_$9 对齐迭代 2/8: objective=1.756442, delta=0.008075
2026-09-23 14:15:54,674 | INFO | p1-align_1 | -wny0OAz3g8$_$9 对齐迭代 3/8: objective=1.756129, delta=0.000861
2026-09-23 14:15:54,709 | INFO | p1-align_1 | -wny0OAz3g8$_$9 对齐迭代 4/8: objective=1.756141, delta=0.000093
2026-09-23 14:15:54,721 | INFO | MainThread | [97/100] -wny0OAz3g8$_$9 completed: objective=1.756141, uncertainty=0.3680 (0.40s)
2026-09-23 14:15:54,920 | INFO | p1-align_0 | -yRb-Jum7EQ$_$1 对齐迭代 1/8: objective=1.419868, delta=0.143656
2026-09-23 14:15:54,938 | INFO | p1-align_1 | -yRb-Jum7EQ$_$5 对齐迭代 1/8: objective=1.203277, delta=0.118575
2026-09-23 14:15:55,029 | INFO | p1-align_1 | -yRb-Jum7EQ$_$5 对齐迭代 2/8: objective=1.160099, delta=0.004196
2026-09-23 14:15:55,075 | INFO | p1-align_0 | -yRb-Jum7EQ$_$1 对齐迭代 2/8: objective=1.350276, delta=0.004815
2026-09-23 14:15:55,130 | INFO | p1-align_1 | -yRb-Jum7EQ$_$5 对齐迭代 3/8: objective=1.160088, delta=0.000219
2026-09-23 14:15:55,217 | INFO | p1-align_1 | -yRb-Jum7EQ$_$5 对齐迭代 4/8: objective=1.160087, delta=0.000013
2026-09-23 14:15:55,229 | INFO | p1-align_0 | -yRb-Jum7EQ$_$1 对齐迭代 3/8: objective=1.350843, delta=0.000167
2026-09-23 14:15:55,232 | INFO | MainThread | [98/100] -yRb-Jum7EQ$_$5 completed: objective=1.160087, uncertainty=0.2350 (0.51s)
2026-09-23 14:15:55,409 | INFO | p1-align_1 | -yRb-Jum7EQ$_$6 对齐迭代 1/8: objective=1.515514, delta=0.113741
2026-09-23 14:15:55,461 | INFO | p1-align_0 | -yRb-Jum7EQ$_$1 对齐迭代 4/8: objective=1.350859, delta=0.000007
2026-09-23 14:15:55,479 | INFO | MainThread | [99/100] -yRb-Jum7EQ$_$1 completed: objective=1.350859, uncertainty=0.2393 (1.07s)
2026-09-23 14:15:55,492 | INFO | p1-align_1 | -yRb-Jum7EQ$_$6 对齐迭代 2/8: objective=1.478254, delta=0.001697
2026-09-23 14:15:55,550 | INFO | p1-align_1 | -yRb-Jum7EQ$_$6 对齐迭代 3/8: objective=1.478261, delta=0.000070
2026-09-23 14:15:55,569 | INFO | MainThread | [100/100] -yRb-Jum7EQ$_$6 completed: objective=1.478261, uncertainty=0.2363 (0.34s)
2026-09-23 14:15:57,094 | INFO | MainThread | 对齐完成: 样本=100, mean_uncertainty=0.315776
